Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023


	=SUBTOTAL(109,B6:B5859)																					
5230	1	sp|Q9JI90|RNF14_MOUSE	 	 	 	 	30.3	485	54926	E3 ubiquitin-protein ligase RNF14 OS=Mus musculus OX=10090 GN=Rnf14 PE=1 SV=2	20	20	1.000	10	7	3	10	7	3	10.000	7.000	3.000
5231	1	sp|Q9JI91|ACTN2_MOUSE	 	 	REV_Q8BQM8, sp|O88990|ACTN3_MOUSE, sp|P57780|ACTN4_MOUSE, sp|Q7TPR4|ACTN1_MOUSE, sp|Q9JI91|ACTN2_MOUSE	 	46.8	894	103832	Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2	109	50	0.459	45	32	32	21	12	17	27.592	18.618	22.252
5232	1	sp|Q9JIB0|MOG1_MOUSE	 	 	 	 	30.3	185	20413	Ran guanine nucleotide release factor OS=Mus musculus OX=10090 GN=Rangrf PE=1 SV=1	5	5	1.000	3	0	2	3	0	2	3.000	0.000	2.000
5233	1	sp|Q9JIF0|ANM1_MOUSE	 	 	 	 	62.3	371	42435	Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1	112	112	1.000	50	35	27	50	35	27	50.000	35.000	27.000
5234	1	sp|Q9JIF7|COPB_MOUSE	 	 	 	 	49.6	953	107065	Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1	104	104	1.000	53	30	21	53	30	21	53.000	30.000	21.000
5235	1	sp|Q9JIG4|PPR3F_MOUSE	 	 	 	 	6.6	799	84119	Protein phosphatase 1 regulatory subunit 3F OS=Mus musculus OX=10090 GN=Ppp1r3f PE=1 SV=3	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000
5236	1	sp|Q9JIG7|CCD22_MOUSE	 	 	 	 	26.2	627	70843	Coiled-coil domain-containing protein 22 OS=Mus musculus OX=10090 GN=Ccdc22 PE=1 SV=1	15	15	1.000	8	5	2	8	5	2	8.000	5.000	2.000
5237	1	sp|Q9JIG8|PRAF2_MOUSE	 	 	 	 	23.0	178	19478	PRA1 family protein 2 OS=Mus musculus OX=10090 GN=Praf2 PE=1 SV=1	7	7	1.000	4	2	1	4	2	1	4.000	2.000	1.000
5238	1	sp|Q9JIH2|NUP50_MOUSE	 	 	 	 	31.5	466	49485	Nuclear pore complex protein Nup50 OS=Mus musculus OX=10090 GN=Nup50 PE=1 SV=3	25	25	1.000	11	6	8	11	6	8	11.000	6.000	8.000
5239	1	sp|Q9JII5|DAZP1_MOUSE	 	 	 	 	36.5	406	43214	DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2	26	26	1.000	14	8	4	14	8	4	14.000	8.000	4.000
5240	1	sp|Q9JII6|AK1A1_MOUSE	 	 	sp|Q9DCT1|AKCL2_MOUSE, sp|Q9JII6|AK1A1_MOUSE	 	71.1	325	36586	Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	107	103	0.963	54	30	23	52	28	23	53.576	29.556	23.000
5241	1	sp|Q9JIK5|DDX21_MOUSE	 	 	sp|Q99MJ9|DDX50_MOUSE, sp|Q9JIK5|DDX21_MOUSE	 	58.3	851	93550	Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3	109	102	0.936	44	38	27	42	36	24	43.714	37.756	26.769
5242	1	sp|Q9JIK9|RT34_MOUSE	 	 	 	 	10.1	218	25826	28S ribosomal protein S34, mitochondrial OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000
5243	1	sp|Q9JIP4|PANX1_MOUSE	 	 	 	 	4.5	426	48167	Pannexin-1 OS=Mus musculus OX=10090 GN=Panx1 PE=1 SV=3	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
5244	1	sp|Q9JIQ3|DBLOH_MOUSE	 	 	 	 	26.2	237	26820	Diablo IAP-binding mitochondrial protein OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2	10	10	1.000	4	3	3	4	3	3	4.000	3.000	3.000
5245	1	sp|Q9JIW9|RALB_MOUSE	 	 	sp|P63321|RALA_MOUSE, sp|Q9JIW9|RALB_MOUSE	 	59.2	206	23349	Ras-related protein Ral-B OS=Mus musculus OX=10090 GN=Ralb PE=1 SV=1	35	11	0.314	19	10	6	6	4	1	10.875	7.000	2.000
5246	1	sp|Q9JIX0|ENY2_MOUSE	 	 	 	 	41.6	101	11528	Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1	17	17	1.000	6	6	5	6	6	5	6.000	6.000	5.000
5247	1	sp|Q9JIX8|ACINU_MOUSE	 	 	 	 	31.5	1338	150717	Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3	88	88	1.000	34	31	23	34	31	23	34.000	31.000	23.000
5248	1	sp|Q9JIY2|HAKAI_MOUSE	 	 	sp|Q91VM5|RMXL1_MOUSE, sp|Q9JIY2|HAKAI_MOUSE	 	7.3	491	54444	E3 ubiquitin-protein ligase Hakai OS=Mus musculus OX=10090 GN=Cbll1 PE=1 SV=1	4	3	0.750	0	2	2	0	2	1	0.000	2.000	1.111
5249	1	sp|Q9JIY5|HTRA2_MOUSE	 	 	 	 	18.6	458	49348	Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 GN=Htra2 PE=1 SV=2	17	17	1.000	9	5	3	9	5	3	9.000	5.000	3.000
5250	1	sp|Q9JIZ9|PLS3_MOUSE	 	 	 	 	21.3	296	31802	Phospholipid scramblase 3 OS=Mus musculus OX=10090 GN=Plscr3 PE=1 SV=1	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000
5251	1	sp|Q9JJ28|FLII_MOUSE	 	 	 	 	23.8	1271	144801	Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1	40	40	1.000	18	10	12	18	10	12	18.000	10.000	12.000
5252	1	sp|Q9JJ78|TOPK_MOUSE	 	 	 	 	25.2	330	36744	Lymphokine-activated killer T-cell-originated protein kinase OS=Mus musculus OX=10090 GN=Pbk PE=1 SV=1	11	11	1.000	4	4	3	4	4	3	4.000	4.000	3.000
5253	1	sp|Q9JJ80|RPF2_MOUSE	 	 	 	 	16.7	306	35363	Ribosome production factor 2 homolog OS=Mus musculus OX=10090 GN=Rpf2 PE=2 SV=2	5	5	1.000	4	1	0	4	1	0	4.000	1.000	0.000
5254	1	sp|Q9JJ89|CCD86_MOUSE	 	 	 	 	6.6	426	46486	Coiled-coil domain-containing protein 86 OS=Mus musculus OX=10090 GN=Ccdc86 PE=1 SV=2	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000
5255	1	sp|Q9JJ94|SSNA1_MOUSE	 	 	 	 	24.4	119	13557	Microtubule nucleation factor SSNA1 OS=Mus musculus OX=10090 GN=Ssna1 PE=1 SV=1	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
5256	1	sp|Q9JJA2|COG8_MOUSE	 	 	 	 	3.9	640	71601	Conserved oligomeric Golgi complex subunit 8 OS=Mus musculus OX=10090 GN=Cog8 PE=1 SV=3	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000
5257	1	sp|Q9JJA4|WDR12_MOUSE	 	 	 	 	32.4	423	47346	Ribosome biogenesis protein WDR12 OS=Mus musculus OX=10090 GN=Wdr12 PE=1 SV=1	14	14	1.000	7	4	3	7	4	3	7.000	4.000	3.000
5258	1	sp|Q9JJC6|RIPL1_MOUSE	 	 	 	 	61.3	406	47323	RILP-like protein 1 OS=Mus musculus OX=10090 GN=Rilpl1 PE=1 SV=1	89	89	1.000	33	24	32	33	24	32	33.000	24.000	32.000
5259	1	sp|Q9JJF3|RIOX1_MOUSE	 	 	 	 	6.8	603	67556	Ribosomal oxygenase 1 OS=Mus musculus OX=10090 GN=Riox1 PE=1 SV=2	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000
5260	1	sp|Q9JJF9|SPP2A_MOUSE	 	 	 	 	6.9	523	58128	Signal peptide peptidase-like 2A OS=Mus musculus OX=10090 GN=Sppl2a PE=1 SV=2	11	11	1.000	4	4	3	4	4	3	4.000	4.000	3.000
5261	1	sp|Q9JJG0|TACC2_MOUSE	 	 	sp|Q6Y685|TACC1_MOUSE, sp|Q9JJG0|TACC2_MOUSE	 	33.9	1149	124129	Transforming acidic coiled-coil-containing protein 2 OS=Mus musculus OX=10090 GN=Tacc2 PE=1 SV=2	49	43	0.878	19	14	16	18	11	14	18.857	13.750	15.867
5262	1	sp|Q9JJH1|RNAS4_MOUSE	 	 	 	 	18.9	148	17025	Ribonuclease 4 OS=Mus musculus OX=10090 GN=Rnase4 PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
5263	1	sp|Q9JJI8|RL38_MOUSE	 	 	 	 	38.6	70	8204	60S ribosomal protein L38 OS=Mus musculus OX=10090 GN=Rpl38 PE=1 SV=3	23	23	1.000	15	4	4	15	4	4	15.000	4.000	4.000
5264	1	sp|Q9JJK2|LANC2_MOUSE	 	 	 	 	30.7	450	50777	LanC-like protein 2 OS=Mus musculus OX=10090 GN=Lancl2 PE=1 SV=1	26	26	1.000	13	6	7	13	6	7	13.000	6.000	7.000
5265	1	sp|Q9JJK5|HERP1_MOUSE	 	 	 	 	11.3	391	43907	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Mus musculus OX=10090 GN=Herpud1 PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
5266	1	sp|Q9JJL8|SYSM_MOUSE	 	 	 	 	24.5	518	58316	Serine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Sars2 PE=1 SV=2	19	19	1.000	7	5	7	7	5	7	7.000	5.000	7.000
5267	1	sp|Q9JJR8|TMM9B_MOUSE	 	 	 	 	8.5	199	22607	Transmembrane protein 9B OS=Mus musculus OX=10090 GN=Tmem9b PE=1 SV=1	8	8	1.000	3	1	4	3	1	4	3.000	1.000	4.000
5268	1	sp|Q9JJT0|RCL1_MOUSE	 	 	 	 	6.2	373	40840	RNA 3'-terminal phosphate cyclase-like protein OS=Mus musculus OX=10090 GN=Rcl1 PE=2 SV=1	6	6	1.000	4	1	1	4	1	1	4.000	1.000	1.000
5269	1	sp|Q9JJT9|PHAX_MOUSE	 	 	 	 	20.3	385	43247	Phosphorylated adapter RNA export protein OS=Mus musculus OX=10090 GN=Phax PE=1 SV=1	10	10	1.000	5	4	1	5	4	1	5.000	4.000	1.000
5270	1	sp|Q9JJU8|SH3L1_MOUSE	 	 	 	 	56.1	114	12811	Adapter Sh3bgrl OS=Mus musculus OX=10090 GN=Sh3bgrl PE=1 SV=1	22	22	1.000	10	5	7	10	5	7	10.000	5.000	7.000
5271	1	sp|Q9JJU9|CRBB3_MOUSE	 	 	sp|P62696|CRBB2_MOUSE, sp|Q9JJU9|CRBB3_MOUSE	 	95.7	211	24291	Beta-crystallin B3 OS=Mus musculus OX=10090 GN=Crybb3 PE=2 SV=3	4143	4142	1.000	2103	1004	1036	2102	1004	1036	2102.780	1004.000	1036.000
5272	1	sp|Q9JJV0|CRBA4_MOUSE	 	 	 	 	90.8	196	22469	Beta-crystallin A4 OS=Mus musculus OX=10090 GN=Cryba4 PE=2 SV=3	2095	2095	1.000	901	584	610	901	584	610	901.000	584.000	610.000
5273	1	sp|Q9JJV1|CRBA2_MOUSE	 	 	 	 	94.4	197	22236	Beta-crystallin A2 OS=Mus musculus OX=10090 GN=Cryba2 PE=2 SV=3	1708	1708	1.000	732	576	400	732	576	400	732.000	576.000	400.000
5274	1	sp|Q9JJV2|PROF2_MOUSE	 	 	 	 	57.1	140	15032	Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2 PE=1 SV=3	34	34	1.000	14	13	7	14	13	7	14.000	13.000	7.000
5275	1	sp|Q9JJY3|NSMA2_MOUSE	 	 	 	 	5.0	655	71196	Sphingomyelin phosphodiesterase 3 OS=Mus musculus OX=10090 GN=Smpd3 PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000
5276	1	sp|Q9JJY4|DDX20_MOUSE	 	 	 	 	15.8	825	91709	Probable ATP-dependent RNA helicase DDX20 OS=Mus musculus OX=10090 GN=Ddx20 PE=1 SV=2	16	16	1.000	8	3	5	8	3	5	8.000	3.000	5.000
5278	1	sp|Q9JK23|PSMG1_MOUSE	 	 	 	 	61.9	289	33104	Proteasome assembly chaperone 1 OS=Mus musculus OX=10090 GN=Psmg1 PE=1 SV=1	34	34	1.000	14	11	9	14	11	9	14.000	11.000	9.000
5279	1	sp|Q9JK38|GNA1_MOUSE	 	 	 	 	25.0	184	20791	Glucosamine 6-phosphate N-acetyltransferase OS=Mus musculus OX=10090 GN=Gnpnat1 PE=1 SV=1	4	4	1.000	3	1	0	3	1	0	3.000	1.000	0.000
5280	1	sp|Q9JK48|SHLB1_MOUSE	 	 	sp|Q8R3V5|SHLB2_MOUSE, sp|Q9JK48|SHLB1_MOUSE	 	36.4	365	40855	Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1	46	41	0.891	18	13	15	16	12	13	17.032	12.480	14.000
5281	1	sp|Q9JK81|MYG1_MOUSE	 	 	 	 	57.1	380	42722	MYG1 exonuclease OS=Mus musculus OX=10090 GN=Myg1 PE=1 SV=1	34	34	1.000	17	9	8	17	9	8	17.000	9.000	8.000
5282	1	sp|Q9JK83|PAR6B_MOUSE	 	 	 	 	11.6	371	41067	Partitioning defective 6 homolog beta OS=Mus musculus OX=10090 GN=Pard6b PE=1 SV=2	5	5	1.000	2	3	0	2	3	0	2.000	3.000	0.000
5283	1	sp|Q9JK91|MLH1_MOUSE	 	 	 	 	4.6	760	84669	DNA mismatch repair protein Mlh1 OS=Mus musculus OX=10090 GN=Mlh1 PE=1 SV=2	4	4	1.000	3	1	0	3	1	0	3.000	1.000	0.000
5284	1	sp|Q9JKB1|UCHL3_MOUSE	 	 	 	 	55.7	230	26151	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=2	34	34	1.000	15	12	7	15	12	7	15.000	12.000	7.000
5285	1	sp|Q9JKB3|YBOX3_MOUSE	 	 	sp|P62960|YBOX1_MOUSE, sp|Q9JKB3|YBOX3_MOUSE	 	52.6	361	38813	Y-box-binding protein 3 OS=Mus musculus OX=10090 GN=Ybx3 PE=1 SV=2	72	38	0.528	23	13	36	11	11	16	15.552	11.367	21.161
5286	1	sp|Q9JKC7|AP4M1_MOUSE	 	 	 	 	6.5	449	49509	AP-4 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap4m1 PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
5287	1	sp|Q9JKC8|AP3M1_MOUSE	 	 	 	 	43.5	418	46936	AP-3 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap3m1 PE=1 SV=1	18	18	1.000	12	4	2	12	4	2	12.000	4.000	2.000
5288	1	sp|Q9JKD3|SCAM5_MOUSE	 	 	 	 	8.1	235	26068	Secretory carrier-associated membrane protein 5 OS=Mus musculus OX=10090 GN=Scamp5 PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
5289	1	sp|Q9JKF1|IQGA1_MOUSE	 	 	sp|Q3UQ44|IQGA2_MOUSE, sp|Q9JKF1|IQGA1_MOUSE	 	41.4	1657	188740	Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus OX=10090 GN=Iqgap1 PE=1 SV=2	112	109	0.973	50	35	27	48	34	27	49.391	34.829	27.000
5290	1	sp|Q9JKF6|NECT1_MOUSE	 	 	 	 	4.7	515	57034	Nectin-1 OS=Mus musculus OX=10090 GN=Nectin1 PE=1 SV=3	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000
5291	1	sp|Q9JKF7|RM39_MOUSE	 	 	 	 	24.4	336	38549	39S ribosomal protein L39, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl39 PE=1 SV=4	13	13	1.000	7	4	2	7	4	2	7.000	4.000	2.000
5292	1	sp|Q9JKK1|STX6_MOUSE	 	 	 	 	22.4	255	28996	Syntaxin-6 OS=Mus musculus OX=10090 GN=Stx6 PE=1 SV=1	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000
5293	1	sp|Q9JKK7|TMOD2_MOUSE	 	 	sp|P49813|TMOD1_MOUSE, sp|Q9JHJ0|TMOD3_MOUSE, sp|Q9JKK7|TMOD2_MOUSE	 	43.6	351	39510	Tropomodulin-2 OS=Mus musculus OX=10090 GN=Tmod2 PE=1 SV=2	28	21	0.750	10	10	8	8	7	6	8.410	8.259	6.702
5294	1	sp|Q9JKK8|ATR_MOUSE	 	 	 	 	1.0	2635	300221	Serine/threonine-protein kinase ATR OS=Mus musculus OX=10090 GN=Atr PE=1 SV=2	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000
5295	1	sp|Q9JKL4|NDUF3_MOUSE	 	 	 	 	42.2	185	20733	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Mus musculus OX=10090 GN=Ndufaf3 PE=1 SV=1	6	6	1.000	4	1	1	4	1	1	4.000	1.000	1.000
5296	1	sp|Q9JKN6|NOVA1_MOUSE	 	 	sp|A0A1W2P872|NOVA2_MOUSE, sp|Q9JKN6|NOVA1_MOUSE	 	14.0	507	51755	RNA-binding protein Nova-1 OS=Mus musculus OX=10090 GN=Nova1 PE=1 SV=2	11	4	0.364	5	5	1	2	1	1	4.000	2.000	1.000
5297	1	sp|Q9JKP5|MBNL1_MOUSE	 	 	sp|Q8C181|MBNL2_MOUSE, sp|Q9JKP5|MBNL1_MOUSE	 	16.1	341	36975	Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1	16	8	0.500	5	8	3	2	4	2	4.000	7.200	3.000
5298	1	sp|Q9JKP7|DPOE3_MOUSE	 	 	 	 	13.1	145	16629	DNA polymerase epsilon subunit 3 OS=Mus musculus OX=10090 GN=Pole3 PE=1 SV=1	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000
5299	1	sp|Q9JKP8|CHRC1_MOUSE	 	 	 	 	25.6	129	14127	Chromatin accessibility complex protein 1 OS=Mus musculus OX=10090 GN=Chrac1 PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
5300	1	sp|Q9JKR6|HYOU1_MOUSE	 	 	 	 	51.0	999	111180	Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 GN=Hyou1 PE=1 SV=1	148	148	1.000	64	43	41	64	43	41	64.000	43.000	41.000
5301	1	sp|Q9JKS5|HABP4_MOUSE	 	 	sp|Q9CY58|PAIRB_MOUSE, sp|Q9JKS5|HABP4_MOUSE	 	31.4	411	45924	Intracellular hyaluronan-binding protein 4 OS=Mus musculus OX=10090 GN=Habp4 PE=1 SV=2	22	14	0.636	10	3	9	5	3	6	5.431	3.000	6.353
5302	1	sp|Q9JKV1|ADRM1_MOUSE (+1)	sp|Q9JKV1|ADRM1_MOUSE&tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE	 	 	 	22.1	407	42060	Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2	28	28	1.000	11	8	9	11	8	9	11.000	8.000	9.000
5303	1	sp|Q9JKW0|AR6P1_MOUSE	 	 	 	 	8.9	203	23437	ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Mus musculus OX=10090 GN=Arl6ip1 PE=1 SV=1	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000
5304	1	sp|Q9JKX4|AATF_MOUSE	 	 	 	 	9.9	526	59481	Protein AATF OS=Mus musculus OX=10090 GN=Aatf PE=1 SV=1	7	7	1.000	2	1	4	2	1	4	2.000	1.000	4.000
5305	1	sp|Q9JKX6|NUDT5_MOUSE	 	 	 	 	39.9	218	23984	ADP-sugar pyrophosphatase OS=Mus musculus OX=10090 GN=Nudt5 PE=1 SV=1	20	20	1.000	10	5	5	10	5	5	10.000	5.000	5.000
5306	1	sp|Q9JKY0|CNOT9_MOUSE	 	 	 	 	9.4	299	33601	CCR4-NOT transcription complex subunit 9 OS=Mus musculus OX=10090 GN=Cnot9 PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
5307	1	sp|Q9JKY5|HIP1R_MOUSE	 	 	sp|Q8VD75|HIP1_MOUSE, sp|Q9JKY5|HIP1R_MOUSE	 	8.3	1068	119425	Huntingtin-interacting protein 1-related protein OS=Mus musculus OX=10090 GN=Hip1r PE=1 SV=2	11	6	0.545	5	4	2	2	3	1	2.146	3.086	1.036
5308	1	sp|Q9JL19|NCOA6_MOUSE	 	 	 	 	2.4	2067	219661	Nuclear receptor coactivator 6 OS=Mus musculus OX=10090 GN=Ncoa6 PE=1 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
5309	1	sp|Q9JL35|HMGN5_MOUSE	 	 	 	 	54.2	406	45343	High mobility group nucleosome-binding domain-containing protein 5 OS=Mus musculus OX=10090 GN=Hmgn5 PE=1 SV=2	43	43	1.000	11	16	16	11	16	16	11.000	16.000	16.000
5310	1	sp|Q9JL56|GDE1_MOUSE	 	 	 	 	24.2	331	37629	Glycerophosphodiester phosphodiesterase 1 OS=Mus musculus OX=10090 GN=Gde1 PE=1 SV=1	12	12	1.000	5	2	5	5	2	5	5.000	2.000	5.000
5311	1	sp|Q9JL62|GLTP_MOUSE	 	 	 	 	41.1	209	23689	Glycolipid transfer protein OS=Mus musculus OX=10090 GN=Gltp PE=1 SV=3	12	12	1.000	5	5	2	5	5	2	5.000	5.000	2.000
5312	1	sp|Q9JLB0|PALS2_MOUSE	 	 	sp|Q9JLB0|PALS2_MOUSE, sp|Q9WV34|MPP2_MOUSE	 	42.1	553	62630	Protein PALS2 OS=Mus musculus OX=10090 GN=Pals2 PE=1 SV=1	41	40	0.976	18	13	10	17	13	10	17.895	13.000	10.000
5313	1	sp|Q9JLB2|PALS1_MOUSE	 	 	 	 	19.0	675	77229	Protein PALS1 OS=Mus musculus OX=10090 GN=Pals1 PE=1 SV=1	13	13	1.000	5	6	2	5	6	2	5.000	6.000	2.000
5314	1	sp|Q9JLC8|SACS_MOUSE	 	 	 	 	0.7	4582	520679	Sacsin OS=Mus musculus OX=10090 GN=Sacs PE=1 SV=2	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000
5315	1	sp|Q9JLI6|SCLY_MOUSE	 	 	 	 	15.7	432	47173	Selenocysteine lyase OS=Mus musculus OX=10090 GN=Scly PE=1 SV=1	10	10	1.000	5	3	2	5	3	2	5.000	3.000	2.000
5316	1	sp|Q9JLI8|SART3_MOUSE	 	 	 	 	35.1	962	109618	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Mus musculus OX=10090 GN=Sart3 PE=1 SV=1	56	56	1.000	22	19	15	22	19	15	22.000	19.000	15.000
5317	1	sp|Q9JLJ1|SELK_MOUSE	 	 	 	 	9.6	94	10642	Selenoprotein K OS=Mus musculus OX=10090 GN=Selenok PE=1 SV=3	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
5318	1	sp|Q9JLJ2|AL9A1_MOUSE	 	 	 	 	52.2	494	53514	4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh9a1 PE=1 SV=1	64	64	1.000	28	20	16	28	20	16	28.000	20.000	16.000
5319	1	sp|Q9JLL0|CRIM1_MOUSE	 	 	 	 	19.8	1037	114065	Cysteine-rich motor neuron 1 protein OS=Mus musculus OX=10090 GN=Crim1 PE=2 SV=2	33	33	1.000	10	14	9	10	14	9	10.000	14.000	9.000
5320	1	sp|Q9JLM4|ZMYM3_MOUSE	 	 	sp|A2A791|ZMYM4_MOUSE, sp|Q9CU65|ZMYM2_MOUSE, sp|Q9JLM4|ZMYM3_MOUSE	 	5.3	1370	152877	Zinc finger MYM-type protein 3 OS=Mus musculus OX=10090 GN=Zmym3 PE=1 SV=1	4	3	0.750	2	2	0	1	2	0	1.067	2.000	0.000
5321	1	sp|Q9JLM8|DCLK1_MOUSE	 	 	sp|O88809|DCX_MOUSE, sp|Q9JLM8|DCLK1_MOUSE	 	17.2	756	84152	Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1	33	32	0.970	11	13	9	10	13	9	10.833	13.000	9.000
5322	1	sp|Q9JLN9|MTOR_MOUSE	 	 	 	 	22.3	2549	288786	Serine/threonine-protein kinase mTOR OS=Mus musculus OX=10090 GN=Mtor PE=1 SV=2	77	77	1.000	37	20	20	37	20	20	37.000	20.000	20.000
5323	1	sp|Q9JLQ0|CD2AP_MOUSE	 	 	 	 	30.3	637	70449	CD2-associated protein OS=Mus musculus OX=10090 GN=Cd2ap PE=1 SV=3	34	34	1.000	16	11	7	16	11	7	16.000	11.000	7.000
5324	1	sp|Q9JLQ2|GIT2_MOUSE	 	 	sp|Q68FF6|GIT1_MOUSE, sp|Q9JLQ2|GIT2_MOUSE	 	16.1	708	78765	ARF GTPase-activating protein GIT2 OS=Mus musculus OX=10090 GN=Git2 PE=1 SV=2	12	8	0.667	7	1	4	4	1	3	5.000	1.000	3.429
5325	1	sp|Q9JLT4|TRXR2_MOUSE	 	 	sp|Q99MD6|TRXR3_MOUSE, sp|Q9JLT4|TRXR2_MOUSE, sp|Q9JMH6|TRXR1_MOUSE	 	24.0	524	56602	Thioredoxin reductase 2, mitochondrial OS=Mus musculus OX=10090 GN=Txnrd2 PE=1 SV=4	20	18	0.900	5	11	4	4	10	4	4.114	10.270	4.000
5326	1	sp|Q9JLV1|BAG3_MOUSE	 	 	 	 	23.6	577	61859	BAG family molecular chaperone regulator 3 OS=Mus musculus OX=10090 GN=Bag3 PE=1 SV=2	20	20	1.000	8	7	5	8	7	5	8.000	7.000	5.000
5327	1	sp|Q9JLV5|CUL3_MOUSE	 	 	sp|Q7TT50|MRCKB_MOUSE, sp|Q9JLV5|CUL3_MOUSE	 	48.8	768	88947	Cullin-3 OS=Mus musculus OX=10090 GN=Cul3 PE=1 SV=1	126	123	0.976	47	36	43	47	34	42	47.000	35.667	42.808
5328	1	sp|Q9JLV6|PNKP_MOUSE	 	 	 	 	16.3	522	57223	Bifunctional polynucleotide phosphatase/kinase OS=Mus musculus OX=10090 GN=Pnkp PE=1 SV=2	9	9	1.000	3	5	1	3	5	1	3.000	5.000	1.000
5329	1	sp|Q9JLZ3|AUHM_MOUSE	 	 	 	 	8.6	314	33395	Methylglutaconyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Auh PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
5330	1	sp|Q9JM13|RABX5_MOUSE	 	 	 	 	14.7	491	56868	Rab5 GDP/GTP exchange factor OS=Mus musculus OX=10090 GN=Rabgef1 PE=1 SV=1	9	9	1.000	5	2	2	5	2	2	5.000	2.000	2.000
5331	1	sp|Q9JM14|NT5C_MOUSE	 	 	 	 	53.5	200	23076	5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1	18	18	1.000	8	6	4	8	6	4	8.000	6.000	4.000
