New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_Set1	Total_Set2	Total_Set3	Unique_Set1	Unique_Set2	Unique_Set3	Corrected_Set1	Corrected_Set2	Corrected_Set3	PSMs_Used_Set1	TotInt_126C_Set1	TotInt_127N_Set1	TotInt_127C_Set1	TotInt_128N_Set1	TotInt_128C_Set1	TotInt_129N_Set1	TotInt_129C_Set1	TotInt_130N_Set1	TotInt_130C_Set1	TotInt_131N_Set1	TotInt_131C_Set1	PSMs_Used_Set2	TotInt_126C_Set2	TotInt_127N_Set2	TotInt_127C_Set2	TotInt_128N_Set2	TotInt_128C_Set2	TotInt_129N_Set2	TotInt_129C_Set2	TotInt_130N_Set2	TotInt_130C_Set2	TotInt_131N_Set2	TotInt_131C_Set2	PSMs_Used_Set3	TotInt_126C_Set3	TotInt_127N_Set3	TotInt_127C_Set3	TotInt_128N_Set3	TotInt_128C_Set3	TotInt_129N_Set3	TotInt_129C_Set3	TotInt_130N_Set3	TotInt_130C_Set3	TotInt_131N_Set3	TotInt_131C_Set3
5213	1	sp|Q9JHS9|CWC15_MOUSE	 	 	sp|A2AG50|MA7D2_MOUSE, sp|P23116|EIF3A_MOUSE, sp|Q9JHS9|CWC15_MOUSE	 	27.5	229	26624	Spliceosome-associated protein CWC15 homolog OS=Mus musculus OX=10090 GN=Cwc15 PE=1 SV=1	17	16	0.941	5	6	6	4	6	6	4.021	6.000	6.000	4	3053747.605468	1328124.010742	930587.665039	608422.912109	345890.811523	210663.322509	406530.632812	9391.12085	19346.942626999997	150.0	150.0	6	3662575.277344	2211965.295899	1957154.6591799997	702728.2849130001	657540.570801	746877.435547	799999.921142	42558.191162	41607.776611	8704.989258	150.0	6	650320.3432609999	367994.840333	254121.90551799999	135439.414062	135380.710449	75096.744629	157319.166748	1033.647827	4515.798828	150.0	150.0
5214	1	sp|Q9JHT5|AMMR1_MOUSE	 	 	 	 	8.1	344	36030	Nuclear protein AMMECR1 OS=Mus musculus OX=10090 GN=Ammecr1 PE=2 SV=1	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	17212.023437	15613.481933	14824.833984	14338.887695000001	12744.638671	13276.957031	14612.383300999998	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5215	1	sp|Q9JHU4|DYHC1_MOUSE	 	 	sp|Q8VHL5|CRGN_MOUSE, sp|Q9JHU4|DYHC1_MOUSE	 	60.8	4644	532039	Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	933	926	0.992	417	277	239	414	274	238	415.317	275.267	238.403	414	34548024.79663801	51642473.890875	24895828.624749012	32105601.45123501	25235162.20288701	24221058.71399	31951287.776919007	1091605.260866	1110919.6352599997	150.0	150.0	274	16530401.82934201	13199382.677556003	30799184.630246006	17423573.637574997	23266165.716427	21033592.932372	18833945.846985005	1150806.8954429997	799847.621212	40701.248777999994	150.0	238	24021194.741638996	14979237.372742003	11369897.509350996	10640257.970339995	14079519.788942995	11696585.741696004	15160466.818604998	551091.9012479997	550606.5608529999	150.0	150.0
5216	1	sp|Q9JHU9|INO1_MOUSE	 	 	 	 	26.2	557	60931	Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1	28	28	1.000	10	14	4	10	14	4	10.000	14.000	4.000	10	2298017.357911	1147407.991331	630288.924804	435868.035034	263476.13037	181593.962342	380217.54125899996	3528.210205	8315.122558	150.0	150.0	14	3088769.5195320006	2246596.5600580005	1779567.6647959999	697375.944581	712972.281248	332563.305603	883454.4487289999	11113.577636999999	25066.073974000003	150.0	150.0	4	211677.401367	75426.32812399999	52756.973144999996	35476.671143	35224.84375099999	20239.148193999998	51701.383789	150.0	150.0	150.0	150.0
5217	1	sp|Q9JHW2|NIT2_MOUSE	 	 	 	 	79.0	276	30501	Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1	42	42	1.000	21	14	7	21	14	7	21.000	14.000	7.000	21	4440319.247315001	2889364.3908679998	2126226.4995139996	1649630.0112289998	1272502.901857	1177811.0097659996	1554599.8559580003	38096.646423	50927.089722	150.0	150.0	14	2204726.9277339997	1612261.244629	1916440.3681649999	988682.5485829999	1174880.7631840003	1063441.624021	1180622.7878410001	52184.26464800001	61558.916625	150.0	150.0	7	1254885.7255870001	717883.894531	619455.758789	455321.8945330001	504343.55761599995	408549.91504	515213.47460899997	16059.092529999998	16495.827514999997	150.0	150.0
5218	1	sp|Q9JHW4|SELB_MOUSE	 	 	 	 	25.7	583	63538	Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2	18	18	1.000	10	4	4	10	4	4	10.000	4.000	4.000	10	717654.0302729999	809715.8388679998	470965.77734400006	520096.57031399995	458020.765625	516143.39160200005	406229.374512	14493.730468999998	13275.973876	150.0	150.0	4	213931.883789	157794.287109	241504.333985	169506.891602	197455.49316500002	166264.361328	168856.00878899998	8627.425293	6974.985839999999	3145.122559	150.0	4	54200.118164	34040.97998	24200.375245	17600.911132	29397.340331	17994.898193	26884.561524	150.0	150.0	150.0	150.0
5219	1	sp|Q9JHW9|AL1A3_MOUSE	 	 	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE, sp|P47738|ALDH2_MOUSE, sp|Q62148|AL1A2_MOUSE, sp|Q9CZS1|AL1B1_MOUSE, sp|Q9JHW9|AL1A3_MOUSE	 	34.8	512	56157	Aldehyde dehydrogenase family 1 member A3 OS=Mus musculus OX=10090 GN=Aldh1a3 PE=1 SV=1	34	23	0.676	15	12	7	11	8	4	11.946	8.884	4.097	11	493951.69433599996	215626.944336	125592.41699200001	79341.369386	92355.69873	110072.15393	45582.777405	6631.188965	3405.000732	150.0	150.0	8	1279955.226562	1126203.637208	1051682.2202150002	439493.854004	502433.705566	342753.3664560001	501924.952698	18659.855469	19225.851562	150.0	150.0	4	1332171.039063	610036.7246099999	458980.428711	370670.837891	545613.473877	425002.452392	556319.988769	30459.460938	23105.389649	150.0	150.0
5220	1	sp|Q9JI10|STK3_MOUSE	 	 	sp|Q9JI10|STK3_MOUSE, sp|Q9JI11|STK4_MOUSE	 	25.4	497	56855	Serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Stk3 PE=1 SV=1	21	11	0.524	10	6	5	5	3	3	7.500	4.125	4.000	5	126855.71875	82403.55566399998	44873.918457	41675.026368	26639.768797999997	28725.461425	38463.627442	150.0	150.0	150.0	150.0	3	213313.820313	125626.530273	193967.597657	86626.237304	106148.206054	82050.791992	129372.751953	5087.60498	4822.404297	150.0	150.0	3	70566.44336	35445.724609	32623.932617	24062.446289	23069.782226999996	19314.392579	27675.788575	799.62207	150.0	150.0	150.0
5221	1	sp|Q9JI11|STK4_MOUSE	 	 	sp|Q9JI10|STK3_MOUSE, sp|Q9JI11|STK4_MOUSE	 	28.5	487	55541	Serine/threonine-protein kinase 4 OS=Mus musculus OX=10090 GN=Stk4 PE=1 SV=1	23	13	0.565	10	8	5	5	5	3	7.500	6.875	4.000	5	284082.023438	179150.904298	106086.189453	83669.267579	67053.478516	57805.011719999995	95932.448241	797.647583	3121.779053	150.0	150.0	5	110468.198243	81926.415039	110981.413574	60651.14575	72083.10058500001	45324.006593	75543.67529300001	4321.473145	150.0	150.0	150.0	3	87542.42138700001	50970.97558699999	45232.842285	33849.723632	28215.403442	23058.846068999996	34979.215332	150.0	1649.53064	150.0	150.0
5222	1	sp|Q9JI13|SAS10_MOUSE	 	 	 	 	16.4	469	53398	Something about silencing protein 10 OS=Mus musculus OX=10090 GN=Utp3 PE=1 SV=1	11	11	1.000	4	6	1	4	6	1	4.000	6.000	1.000	4	143624.091797	66536.93359300001	43642.253906	33050.805176	23784.552612	21656.850099	26774.469239000002	150.0	150.0	150.0	150.0	6	439002.316406	238016.501953	241736.56738199998	85085.84521500001	88080.319824	68140.98486399998	110755.45947300001	1546.420166	1479.3360599999999	150.0	150.0	1	34182.261719	10948.011719	9363.289062	5301.967772999999	3817.935547	1344.077393	4469.213379	150.0	150.0	150.0	150.0
5223	1	sp|Q9JI19|FIBP_MOUSE	 	 	 	 	13.2	357	41204	Acidic fibroblast growth factor intracellular-binding protein OS=Mus musculus OX=10090 GN=Fibp PE=1 SV=1	10	10	1.000	4	2	4	4	2	4	4.000	2.000	4.000	4	252626.027344	268589.625002	183263.363282	146883.511718	119452.578124	98273.699219	160751.64453	3339.1912839999995	3760.1860349999997	150.0	150.0	2	82212.162109	84455.126954	96840.251953	61729.457031000005	71786.244141	56559.723633	69778.320312	1886.328125	3105.313232	150.0	150.0	4	114002.20581	71012.2583	62037.781983	52126.243652	102493.890869	147644.704102	75114.348633	9518.469482999999	4612.929687	150.0	150.0
5224	1	sp|Q9JI38|PUS3_MOUSE	 	 	 	 	6.7	481	55546	tRNA pseudouridine(38/39) synthase OS=Mus musculus OX=10090 GN=Pus3 PE=1 SV=2	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	1	64789.015625	90262.710938	89545.351562	102520.8125	73397.3125	60975.890625	72679.09375	3702.6770020000004	4345.057129	150.0	150.0	2	12751.258789	8773.198242	16435.869141	5642.380371	8115.697265999999	5738.258789	12489.663086	150.0	150.0	150.0	150.0	2	6131.070312	10606.982422	8308.042969	6785.633789	5043.161133	4109.681640999999	6345.593261999999	150.0	150.0	150.0	150.0
5225	1	sp|Q9JI44|DMAP1_MOUSE	 	 	 	 	9.8	468	53129	DNA methyltransferase 1-associated protein 1 OS=Mus musculus OX=10090 GN=Dmap1 PE=1 SV=1	5	5	1.000	3	2	0	3	2	0	3.000	2.000	0.000	3	145266.386719	75701.279297	58679.71582	43833.659424	30992.503173999998	27075.899169000004	32509.961914	150.0	150.0	150.0	150.0	2	88081.535156	71034.683594	68981.96484300001	29314.352050999998	30124.027343	33730.34375	25179.475098	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5226	1	sp|Q9JI46|NUDT3_MOUSE	 	 	 	 	39.9	168	19029	Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1	17	17	1.000	7	7	3	7	7	3	7.000	7.000	3.000	7	427362.486329	287682.033204	177705.970215	144389.615234	114726.50146500001	114992.789551	160334.276856	1440.043823	2721.299561	150.0	150.0	7	374919.809571	271461.20800700004	346328.114258	229321.16137699998	239505.957276	230983.35058599996	215901.506837	9202.856078	3737.25	150.0	150.0	3	91522.801757	45976.303222999995	30081.861936999998	17735.788818	47544.950439	31280.134887	45573.017577	1575.813599	1415.487183	150.0	150.0
5227	1	sp|Q9JI57|GT2D1_MOUSE	 	 	 	 	2.1	1104	123482	General transcription factor II-I repeat domain-containing protein 1 OS=Mus musculus OX=10090 GN=Gtf2ird1 PE=2 SV=2	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	1	6236.992188	3320.15625	3340.3911129999997	1654.337036	1638.9125980000001	150.0	2312.583984	150.0	150.0	150.0	150.0	2	58881.603027	45705.398436999996	39627.556641	15673.685363999999	16215.717895999998	22223.341308000003	14363.40503	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5228	1	sp|Q9JI75|NQO2_MOUSE	 	 	 	 	30.7	231	26248	Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3	10	10	1.000	4	4	2	4	4	2	4.000	4.000	2.000	4	279624.898438	173861.234376	112523.085937	89437.36035199999	66121.26562600001	58997.359375	61527.792969	150.0	1597.789917	150.0	150.0	4	78281.535156	99598.55175700001	64679.180664	39799.139160000006	48976.462891	42994.140137999995	39150.171388	150.0	150.0	150.0	150.0	2	19056.396484999997	12523.663819	10978.669067	7217.422607999999	5991.934571	5507.573485999999	6142.070068	150.0	150.0	150.0	150.0
5229	1	sp|Q9JI78|NGLY1_MOUSE	 	 	 	 	23.7	651	74274	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2	16	16	1.000	8	6	2	8	6	2	8.000	6.000	2.000	8	212814.498046	236781.92871100002	134168.35107399998	127013.316161	103514.95678600001	97046.62439	139025.08105500002	4874.118835	3006.7033690000003	150.0	150.0	6	103251.475585	95807.188963	124774.293945	72502.22460999999	71220.975588	70178.510987	102651.09814399999	2819.272095	3276.489502	150.0	150.0	2	15222.743225	10941.643920999999	5216.956055	7801.735229	12018.694214000001	7937.783326	9487.713867	1335.84375	150.0	150.0	150.0
5230	1	sp|Q9JI90|RNF14_MOUSE	 	 	 	 	30.3	485	54926	E3 ubiquitin-protein ligase RNF14 OS=Mus musculus OX=10090 GN=Rnf14 PE=1 SV=2	20	20	1.000	10	7	3	10	7	3	10.000	7.000	3.000	10	357180.208738	277946.77002	190488.11035200002	156653.064209	112323.31115699999	110428.68286100001	172717.67285	3318.75177	5130.512694999999	150.0	150.0	7	160061.475586	123132.218506	161784.55078099997	110475.566405	114879.779418	109876.298463	139954.01269499998	6180.3525389999995	8215.952148	150.0	150.0	3	93631.54101600002	68532.65820399999	72145.234374	55051.738281000005	76234.734374	59853.507813000004	74478.5	2858.5263670000004	1117.068481	150.0	150.0
5231	1	sp|Q9JI91|ACTN2_MOUSE	 	 	REV_Q8BQM8, sp|O88990|ACTN3_MOUSE, sp|P57780|ACTN4_MOUSE, sp|Q7TPR4|ACTN1_MOUSE, sp|Q9JI91|ACTN2_MOUSE	 	46.8	894	103832	Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2	109	50	0.459	45	32	32	21	12	17	27.592	18.618	22.252	21	436030.38915899995	959412.528808	622982.2677	685819.8408209998	516512.589598	553363.656615	544477.735228	19296.562989000002	17234.542481	150.0	150.0	12	235543.151856	320248.602051	875169.106934	692213.083984	795000.015867	533714.125	743943.2141110001	30206.789612	25580.945616999998	150.0	944.9503779999999	17	107591.818481	214800.54711800002	190878.414062	180523.054199	225459.76989799997	237905.51782199997	205765.506835	10375.006835	3380.124756	150.0	150.0
5232	1	sp|Q9JIB0|MOG1_MOUSE	 	 	 	 	30.3	185	20413	Ran guanine nucleotide release factor OS=Mus musculus OX=10090 GN=Rangrf PE=1 SV=1	5	5	1.000	3	0	2	3	0	2	3.000	0.000	2.000	3	411173.302735	271065.107911	250302.04955999998	229507.371094	201408.137207	162565.60254	184195.278809	9154.061034999999	5298.729004	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	5721.965332	3429.176025	2356.60083	2096.43335	2233.350098	1904.595459	2237.753418	150.0	150.0	150.0	150.0
5233	1	sp|Q9JIF0|ANM1_MOUSE	 	 	 	 	62.3	371	42435	Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1	112	112	1.000	50	35	27	50	35	27	50.000	35.000	27.000	50	21778653.758546002	14877768.754395	9822096.590700995	6491473.021728	4356659.600831	3243863.4291999997	6880676.871277	143412.660644	249183.542604	150.0	150.0	35	29949965.697998	21227463.657837998	19957987.849611	7920641.901247002	8144766.533934001	6124865.172	10388655.709228998	330095.21478200005	433497.85546999995	8718.055664	150.0	27	22655182.770020995	9794664.887695001	7863950.031617	4515632.267944001	4604170.626709	2989371.1583249983	6793547.9194330005	133033.884095	250418.62670799994	150.0	150.0
5234	1	sp|Q9JIF7|COPB_MOUSE	 	 	 	 	49.6	953	107065	Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1	104	104	1.000	53	30	21	53	30	21	53.000	30.000	21.000	53	3826938.8481429997	4961210.490234	2336592.7125230003	2423971.497072	1949984.0639670005	1867661.100584	2322288.511598	90726.61938399998	72173.337525	150.0	150.0	30	2707955.4428729997	1545343.4677739998	3585250.215332	1575403.953858	2391916.6914069997	1866512.199219	1838671.168454	143017.520996	110732.72448900001	26207.349852	150.0	21	4424954.813718	2554140.583985	1647295.6815179999	1448285.732913	1949350.2858890002	1514198.8691409999	2158894.5917959996	64036.410767	83208.950928	150.0	150.0
5235	1	sp|Q9JIG4|PPR3F_MOUSE	 	 	 	 	6.6	799	84119	Protein phosphatase 1 regulatory subunit 3F OS=Mus musculus OX=10090 GN=Ppp1r3f PE=1 SV=3	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000	1	9403.954102	11482.225586	8067.878906	6637.526855	6471.215332	7208.210448999999	9012.897461	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2074.502686	2461.50415	2052.70459	1489.776611	1935.886841	1175.698975	2031.0839839999999	150.0	150.0	150.0	150.0
5236	1	sp|Q9JIG7|CCD22_MOUSE	 	 	 	 	26.2	627	70843	Coiled-coil domain-containing protein 22 OS=Mus musculus OX=10090 GN=Ccdc22 PE=1 SV=1	15	15	1.000	8	5	2	8	5	2	8.000	5.000	2.000	8	431133.45996	327168.844239	259977.395019	213963.503417	184443.68493599998	155615.115235	180250.38501000003	2656.368896	6360.538574	150.0	150.0	5	218008.952636	139530.791016	162601.448729	69958.614258	79002.35436999999	65734.61377	80735.711914	3664.7485349999997	1795.4746089999999	150.0	150.0	2	18336.165283000002	17250.732666	6361.30957	5765.209473	11445.664062	8946.872559	11514.987549	150.0	150.0	150.0	150.0
5237	1	sp|Q9JIG8|PRAF2_MOUSE	 	 	 	 	23.0	178	19478	PRA1 family protein 2 OS=Mus musculus OX=10090 GN=Praf2 PE=1 SV=1	7	7	1.000	4	2	1	4	2	1	4.000	2.000	1.000	4	355938.078125	575527.640624	254673.53125	240059.537109	169612.17480500002	131712.220703	319363.85742200003	150.0	10440.300781	150.0	150.0	2	64024.29687400001	35529.408203	104373.151367	39191.935058	44600.425782	39033.552734	55420.620605	740.949707	2091.376465	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5238	1	sp|Q9JIH2|NUP50_MOUSE	 	 	 	 	31.5	466	49485	Nuclear pore complex protein Nup50 OS=Mus musculus OX=10090 GN=Nup50 PE=1 SV=3	25	25	1.000	11	6	8	11	6	8	11.000	6.000	8.000	11	2200405.3007810004	1448317.3935540002	1104350.186768	687117.909668	565519.4101559999	465094.865357	790709.137817	20247.623047	13199.091797000001	150.0	150.0	6	886095.861328	662230.868164	360798.362304	224253.121095	217357.075684	139835.386229	195036.771484	7555.894287	4026.956543	150.0	150.0	8	281220.452148	92487.46728600001	81171.085205	36030.784546	53880.744873	35257.889526	81653.21875200002	150.0	3190.019531	150.0	150.0
5239	1	sp|Q9JII5|DAZP1_MOUSE	 	 	 	 	36.5	406	43214	DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2	26	26	1.000	14	8	4	14	8	4	14.000	8.000	4.000	14	2062941.5666510002	1225658.6931130001	911835.2045880001	562466.332277	448175.995363	347382.33612000005	550415.495726	11428.260742999999	1550.267822	150.0	150.0	8	1022565.683593	676661.624512	659073.134032	297469.58154299995	300202.097168	300381.67834399996	342111.59179700003	17557.325562	12021.588135	150.0	150.0	4	285367.443359	140826.22168000002	131324.416015	77078.806153	67745.850097	44357.261719	92769.523437	1521.6967769999999	1732.328491	150.0	150.0
5240	1	sp|Q9JII6|AK1A1_MOUSE	 	 	sp|Q9DCT1|AKCL2_MOUSE, sp|Q9JII6|AK1A1_MOUSE	 	71.1	325	36586	Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	107	103	0.963	54	30	23	52	28	23	53.576	29.556	23.000	52	5350301.109254	5220215.157226999	4238951.286133001	4541931.607176	3931253.136471	3767998.294922	3758375.7878420013	173569.54211199997	128800.40075700001	3234.723145	150.0	28	3968555.7109369994	3834467.919922	5221112.430667001	3593069.245116	4422953.430665	3894101.9936510003	3672775.467774	201591.94433600004	125145.53533999999	150.0	150.0	23	1632464.3505880004	1564699.3291020005	1344316.0212400001	1432533.619628	1522506.6323229999	1268705.3764650002	1284753.6997070005	58988.166993000006	37519.629516	150.0	150.0
5241	1	sp|Q9JIK5|DDX21_MOUSE	 	 	sp|Q99MJ9|DDX50_MOUSE, sp|Q9JIK5|DDX21_MOUSE	 	58.3	851	93550	Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3	109	102	0.936	44	38	27	42	36	24	43.714	37.756	26.769	42	7693275.708985001	4249388.7504859995	2604064.8759769993	2214200.5380830006	1570133.2590339996	1363940.3193329996	1591754.0029300002	33735.956053999995	36597.681212999996	150.0	150.0	36	7651063.613282001	4303193.927981	3477395.155761999	1524204.369873	1378564.4001469999	1307153.551148	1140630.469974	70808.24047799999	43471.686339	2146.166321	150.0	23	1450790.214846	580765.087768	553061.275635	358418.977659	287201.750976	185363.72460900003	301600.58642599994	3500.482178	7379.169555	150.0	150.0
5242	1	sp|Q9JIK9|RT34_MOUSE	 	 	 	 	10.1	218	25826	28S ribosomal protein S34, mitochondrial OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000	3	84090.482423	52430.446289	44087.267578	39021.440673	20194.539550999998	18559.656128000002	26153.911132999998	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5243	1	sp|Q9JIP4|PANX1_MOUSE	 	 	 	 	4.5	426	48167	Pannexin-1 OS=Mus musculus OX=10090 GN=Panx1 PE=1 SV=3	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	40671.976562	30288.342162999994	33012.192627	15978.692383000001	18167.94629	17934.8125	18769.488281	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5244	1	sp|Q9JIQ3|DBLOH_MOUSE	 	 	 	 	26.2	237	26820	Diablo IAP-binding mitochondrial protein OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2	10	10	1.000	4	3	3	4	3	3	4.000	3.000	3.000	4	454447.927734	285424.98632799997	150910.408203	110205.49121099999	65688.182862	53153.645508999994	107723.22656200001	150.0	3241.627441	150.0	150.0	3	68194.671875	63188.949219	51205.164063000004	36638.40625	30775.251954	29652.535645	36868.011718	1399.390259	150.0	150.0	150.0	3	327556.725586	59612.575683	55351.598877	22382.312010999998	31580.328124	26995.029297000005	60546.906494999996	739.769775	2649.50415	150.0	150.0
5245	1	sp|Q9JIW9|RALB_MOUSE	 	 	sp|P63321|RALA_MOUSE, sp|Q9JIW9|RALB_MOUSE	 	59.2	206	23349	Ras-related protein Ral-B OS=Mus musculus OX=10090 GN=Ralb PE=1 SV=1	35	11	0.314	19	10	6	6	4	1	10.875	7.000	2.000	6	451127.274414	437107.31738300005	272224.90625	237634.37207100002	194048.990235	137993.43457100002	182744.24902299998	2966.482605	3633.853027	150.0	150.0	4	225217.316405	143787.894532	176354.400391	76332.600586	98928.009765	67469.38623	77704.516114	1786.308838	150.0	150.0	150.0	1	72801.679688	35276.128906	28036.158202999995	23569.160156	19218.503906	17699.923828	24139.199219	150.0	956.011536	150.0	150.0
5246	1	sp|Q9JIX0|ENY2_MOUSE	 	 	 	 	41.6	101	11528	Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1	17	17	1.000	6	6	5	6	6	5	6.000	6.000	5.000	6	2090370.7734369999	1051561.589843	876311.5351559999	536411.785157	382097.884766	237217.583984	421528.886719	10162.831176000002	14335.575928	150.0	150.0	6	1683441.8613290002	1168551.78125	991658.267578	351213.495118	394574.290038	431117.658203	356042.836914	25052.996216	13989.404541	1597.700684	150.0	5	566203.144532	447409.480469	452245.945313	379828.826173	255180.23828	194969.856446	229868.255859	3885.780518	6620.805664	150.0	150.0
5247	1	sp|Q9JIX8|ACINU_MOUSE	 	 	 	 	31.5	1338	150717	Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3	88	88	1.000	34	31	23	34	31	23	34.000	31.000	23.000	34	6161019.516360002	3216137.792723	2104031.737792	1430115.875978	985869.9572759998	739139.811892	1286128.755979	15325.034302	25101.988158999997	150.0	150.0	31	1683740.4487299998	1411822.0356450002	1066800.674808	493140.72192299995	486854.093324	559097.6989760002	414667.90454199986	17221.123901	9505.703857	150.0	150.0	23	1841733.2500009998	681210.6640619999	722516.9357889999	365750.987305	313684.19238100003	191458.086793	352840.156126	5955.011353	8311.825195000001	150.0	150.0
5248	1	sp|Q9JIY2|HAKAI_MOUSE	 	 	sp|Q91VM5|RMXL1_MOUSE, sp|Q9JIY2|HAKAI_MOUSE	 	7.3	491	54444	E3 ubiquitin-protein ligase Hakai OS=Mus musculus OX=10090 GN=Cbll1 PE=1 SV=1	4	3	0.750	0	2	2	0	2	1	0.000	2.000	1.111	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	30156.126952999995	39273.662109	25009.661621	15551.933592999998	18430.885742	23371.236328	11560.285156	150.0	150.0	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5249	1	sp|Q9JIY5|HTRA2_MOUSE	 	 	 	 	18.6	458	49348	Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 GN=Htra2 PE=1 SV=2	17	17	1.000	9	5	3	9	5	3	9.000	5.000	3.000	9	302076.207031	183156.211427	103772.611328	84732.886352	53618.794555	49562.872558	92379.057861	150.0	1543.8063960000002	150.0	150.0	5	240726.80664	158722.342285	150210.60791	66929.796386	66302.68603499999	54587.735352	107629.65869099999	653.390808	2232.558472	150.0	150.0	3	209394.878906	106189.257568	97582.356689	60527.35180599999	51800.242309	34645.099121	85069.32995700001	150.0	150.0	150.0	150.0
5250	1	sp|Q9JIZ9|PLS3_MOUSE	 	 	 	 	21.3	296	31802	Phospholipid scramblase 3 OS=Mus musculus OX=10090 GN=Plscr3 PE=1 SV=1	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000	3	155797.25	179137.902344	95585.916991	85591.803711	67866.16845699999	52968.821778	64183.182618000006	150.0	150.0	150.0	150.0	1	22152.550781	20768.082031	32247.402344	17130.464844	22156.109375	14890.766602000002	12478.078125	826.4221190000001	150.0	150.0	150.0	3	117089.773438	50684.436523000004	40891.104492	29079.148925	27829.901368	17295.071778	27806.335449000002	685.192017	150.0	150.0	150.0
5251	1	sp|Q9JJ28|FLII_MOUSE	 	 	 	 	23.8	1271	144801	Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1	40	40	1.000	18	10	12	18	10	12	18.000	10.000	12.000	18	793224.8956300003	870436.3999029999	490131.070679	448476.483399	301353.51245	227921.576416	429641.952517	5545.5073250000005	14220.336975	150.0	150.0	10	217639.29541	147647.845461	252005.04858400003	121304.845948	156474.27008	117230.828613	153315.89697200002	6733.748046999999	6448.985841000001	150.0	150.0	12	145142.20996100002	154863.570801	160537.31811599998	130815.91137700001	132331.348754	92835.18041899998	135049.481689	2816.293945	4169.719727000001	150.0	150.0
